company_id,type,rule_id,text,confidence_pct
ICICIBANK,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
ICICIBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.5
ICICIBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,84.3
ICICIBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ICICIBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,75.0
ICICIGI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ICICIGI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ICICIGI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,84.6
ICICIGI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
ICICIPRULI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86.15
ICICIPRULI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.69
ICICIPRULI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
ICICIPRULI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
INDIGO,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
INDIGO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INDIGO,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
INDIGO,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.63
INDIGO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INDIGO,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,92.7
INDIGO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDUSINDBK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.99
INDUSINDBK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDUSINDBK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.16
INDUSINDBK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.79
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.16
INFY,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.52
INFY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INFY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
INFY,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,91.0
IOC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
IOC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.2
IOC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
IOC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.22
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.18
IOC,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
IRCTC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.75
IRCTC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
IRCTC,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
IRCTC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.91
IRCTC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.5
IRCTC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,83.33
IRCTC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IRCTC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,91.95
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87.42
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
IRCTC,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
IRFC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.13
IRFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.49
IRFC,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,78.2
IRFC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.22
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.36
IRFC,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,75.0
ITC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,81.04
ITC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ITC,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ITC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.0
ITC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ITC,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,92.6
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.27
ITC,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
JINDALSTEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
JINDALSTEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
JINDALSTEL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.46
JINDALSTEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.55
JINDALSTEL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
JINDALSTEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.79
JIOFIN,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
JIOFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JIOFIN,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,80.9
JSWENERGY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,98.0
JSWENERGY,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.64
JSWENERGY,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.22
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96.28
JSWENERGY,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
JSWENERGY,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67.07
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70.96
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.96
JSWSTEEL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.86
JSWSTEEL,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.21
JSWSTEEL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
JSWSTEEL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
KOTAKBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.76
KOTAKBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.69
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.72
KOTAKBANK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
KOTAKBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,75.0
LICI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LICI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
LICI,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LICI,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,87.7
LICI,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
LODHA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,89.09
LODHA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
LODHA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.5
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
LODHA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.05
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,88.48
LT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
LT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
LT,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
LTIM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.63
LTIM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LTIM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95.66
LTIM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.55
LTIM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
LTIM,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,94.3
LTIM,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
M&M,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.15
M&M,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.35
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.96
MARUTI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MARUTI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
MARUTI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.99
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
MOTHERSON,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.08
MOTHERSON,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MOTHERSON,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
MOTHERSON,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,71.8
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
NAUKRI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.19
NAUKRI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
NAUKRI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.23
NAUKRI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.5
NAUKRI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NAUKRI,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.69
NESTLEIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NESTLEIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NESTLEIND,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,88.5
NESTLEIND,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.88
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.61
NHPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NHPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.73
NHPC,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.02
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,73.47
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.79
NTPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
NTPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.0
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,69.53
ONGC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ONGC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.93
ONGC,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
PFC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.38
PFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.0
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.68
PFC,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
PIDILITIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.23
PIDILITIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
PIDILITIND,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
PIDILITIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.3
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
PNB,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.8
PNB,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
PNB,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
POWERGRID,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
POWERGRID,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,80.9
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.36
POWERGRID,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
RECLTD,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.59
RECLTD,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.34
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.85
RECLTD,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
RELIANCE,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
RELIANCE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
RELIANCE,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,92.1
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.15
RELIANCE,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
SBILIFE,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.6
SBILIFE,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBILIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83.46
SBILIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBILIFE,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
SBIN,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
SBIN,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBIN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SHREECEM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
SHREECEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SHREECEM,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,82.0
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.93
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
SHREECEM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
SHRIRAMFIN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.11
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.0
SHRIRAMFIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.99
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.88
SHRIRAMFIN,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
SHRIRAMFIN,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0
SIEMENS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84.51
SIEMENS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
SIEMENS,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SIEMENS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SIEMENS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,86.9
SIEMENS,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.29
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.32
SUNPHARMA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76.71
SUNPHARMA,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.5
SUNPHARMA,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.07
SUNPHARMA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SUNPHARMA,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,88.8
SUNPHARMA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93.92
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,92.51
TATACONSUM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATACONSUM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.92
TATACONSUM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.2
TATACONSUM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.28
TATACONSUM,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TATACONSUM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,66.81
TATAMOTORS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82.6
TATAMOTORS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
TATAMOTORS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,86.5
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
TATAPOWER,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
TATAPOWER,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.02
TATASTEEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATASTEEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATASTEEL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
TATASTEEL,con,CON_4,Company reported a net loss in the most recent financial year,95.0
TATASTEEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
TATASTEEL,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TATASTEEL,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.33
TATASTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.88
TCS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93.59
TCS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TCS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68.0
TCS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TECHM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.15
TECHM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TECHM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TECHM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75.0
TECHM,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.0
TECHM,con,CON_7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85.0
TECHM,con,CON_9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75.0
TITAN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82.53
TITAN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76.79
TITAN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.55
TITAN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TITAN,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,81.0
TITAN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.01
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TITAN,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TORNTPHARM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83.18
TORNTPHARM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.0
TORNTPHARM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,86.18
TORNTPHARM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.78
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
TRENT,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,75.0
TRENT,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
